row,cell_id,world,world_index,qid,rev_id,horizon,block,family,rev_kind,from_bank,control_no_news,p,p_given,delta,nx,question,reveal
208,seed7022:b1258|seed7022:r5,seed7022,7,seed7022:b1258,seed7022:r5,180,A,NW5_wonder,pair_peace,True,False,0.343,0.3433433433433433,0.0003433433433432942,999,Will the Great Wall be completed by any civilization by turn 180?,Boian and Hunnic signed a peace treaty.
209,seed7005:b2091|seed7005:r21,seed7005,2,seed7005:b2091,seed7005:r21,180,B,W1_wonder_race,civ_govchange,True,True,0.058,0.058,0.0,1000,Will Otomí complete the Great Wall by turn 180?,Otomí changed its form of government (not counting a spell of anarchy).
210,seed7005:b1975|seed7005:r33,seed7005,2,seed7005:b1975,seed7005:r33,180,B,NW1_war_at,civ_captured,True,False,0.864,0.8647830474268415,0.0007830474268415433,991,Will Saka and Cañari be at war at turn 180?,Cañari captured a city.
211,seed7003:b2635|seed7003:r9,seed7003,1,seed7003:b2635,seed7003:r9,180,B,NB4_drawdown,pair_ceasefire,True,True,0.798,0.7993951612903226,0.0013951612903225774,992,Will Sammarinese's treasury drop below 50% of its turn-60 level at any point up to turn 180?,Rhenish and Sammarinese reached a cease-fire or armistice.
212,seed7001:b1784|seed7001:r23,seed7001,0,seed7001:b1784,seed7001:r23,180,B,EX_government_at,civ_govchange,True,False,0.858,0.858,0.0,1000,Will Brazzaville-Congolese's government be Democracy at turn 180?,Brazzaville-Congolese changed its form of government (not counting a spell of anarchy).
213,seed7003:b2748|seed7003:r15,seed7003,1,seed7003:b2748,seed7003:r15,180,B,NB1_value_threshold,pair_ceasefire,True,False,0.271,0.3346613545816733,0.06366135458167327,251,Will Corsican's number of military units be at least 33 at turn 180?,Sammarinese and Corsican reached a cease-fire or armistice.
214,seed7008:b2645|seed7008:r42,seed7008,3,seed7008:b2645,seed7008:r42,180,B,W5_tech_lead,civ_wonder,True,True,0.125,0.19072164948453607,0.06572164948453607,194,Will Peruvian know strictly more technologies than every other civilization at turn 180?,Peruvian completed a wonder.
215,seed7011:b1950|seed7011:r15,seed7011,5,seed7011:b1950,seed7011:r15,180,B,EX_comparative,pair_peace,True,False,0.184,0.184,0.0,1000,Will American have a higher territory size than Libyan at turn 180?,Guyanese and American signed a peace treaty.
216,seed7010:b1925|seed7010:r21,seed7010,4,seed7010:b1925,seed7010:r21,180,B,NW2_diplo,civ_captured,True,False,0.599,0.683982683982684,0.08498268398268405,462,Will American and Fijian form an Alliance at any point between turns 61 and 180?,American captured a city.
217,seed7003:b2158|seed7003:r35,seed7003,1,seed7003:b2158,seed7003:r35,180,B,W1_wonder_race,civ_govchange,True,False,0.926,0.926,0.0,1000,Will Ghana complete the Great Library by turn 180?,Ghana changed its form of government (not counting a spell of anarchy).
218,seed7005:b2502|seed7005:r35,seed7005,2,seed7005:b2502,seed7005:r35,180,C1,NB1_value_threshold,civ_lost3,False,False,0.753,0.7042682926829268,-0.048731707317073214,328,Will Cañari's number of cities be at least 14 at turn 180?,Cañari lost at least three cities.
219,seed7008:b2143|seed7008:r25,seed7008,3,seed7008:b2143,seed7008:r25,180,C1,EX_comparative,civ_lost3,True,False,0.723,0.8607594936708861,0.13775949367088614,237,Will Peruvian have a higher number of cities than Belgian at turn 180?,Belgian lost at least three cities.
220,seed7022:b1368|seed7022:r20,seed7022,7,seed7022:b1368,seed7022:r20,180,C1,NB4_drawdown,civ_lost3,True,False,0.338,0.4678362573099415,0.12983625730994147,342,Will Boian's number of cities drop below 99% of its turn-60 level at any point up to turn 180?,Boian lost at least three cities.
221,seed7008:b2796|seed7008:r47,seed7008,3,seed7008:b2796,seed7008:r47,180,C1,NB1_value_threshold,civ_lost3,False,False,0.513,0.32065217391304346,-0.19234782608695655,184,Will Somali's number of cities be at least 37 at turn 180?,Somali lost at least three cities.
222,seed7010:b1946|seed7010:r47,seed7010,4,seed7010:b1946,seed7010:r47,180,C1,EX_comparative,civ_lost3,True,True,0.446,0.3891625615763547,-0.0568374384236453,203,Will Fijian have a higher number of cities than Spanish at turn 180?,Fijian lost at least three cities.
223,seed7011:b2453|seed7011:r52,seed7011,5,seed7011:b2453,seed7011:r52,180,C1,NB4_drawdown,civ_lost3,False,False,0.091,0.1568627450980392,0.06586274509803922,357,Will American's number of cities drop below 70% of its turn-60 level at any point up to turn 180?,American lost at least three cities.
224,seed7010:b2164|seed7010:r23,seed7010,4,seed7010:b2164,seed7010:r23,180,C1,NB1_value_threshold,civ_lost3,False,False,0.901,0.8874458874458875,-0.01355411255411254,231,Will American's number of cities be at least 23 at turn 180?,American lost at least three cities.
225,seed7008:b2197|seed7008:r47,seed7008,3,seed7008:b2197,seed7008:r47,180,C1,EX_comparative,civ_lost3,False,True,0.428,0.6032608695652174,0.17526086956521741,184,Will Peruvian have a higher number of cities than Somali at turn 180?,Somali lost at least three cities.
226,seed7005:b2525|seed7005:r35,seed7005,2,seed7005:b2525,seed7005:r35,180,C1,NB4_drawdown,civ_lost3,False,True,0.366,0.49390243902439024,0.12790243902439025,328,Will Cañari's number of cities drop below 99% of its turn-60 level at any point up to turn 180?,Cañari lost at least three cities.
227,seed7022:b1346|seed7022:r20,seed7022,7,seed7022:b1346,seed7022:r20,180,C1,NB1_value_threshold,civ_lost3,False,False,0.504,0.347953216374269,-0.156046783625731,342,Will Boian's number of cities be at least 27 at turn 180?,Boian lost at least three cities.
228,seed7003:b2033|seed7003:r18,seed7003,1,seed7003:b2033,seed7003:r18,180,C1,EX_comparative,civ_lost3,False,True,0.167,0.435,0.268,200,Will Rhenish have a higher number of cities than Crimean Tatar at turn 180?,Crimean Tatar lost at least three cities.
229,seed7001:b1884|seed7001:r22,seed7001,0,seed7001:b1884,seed7001:r22,180,C1,NB4_drawdown,civ_lost3,False,False,0.107,0.245,0.138,200,Will Brazzaville-Congolese's number of cities drop below 70% of its turn-60 level at any point up to turn 180?,Brazzaville-Congolese lost at least three cities.
230,seed7001:b1971|seed7001:r36,seed7001,0,seed7001:b1971,seed7001:r36,180,C1,NB1_value_threshold,civ_lost3,False,False,0.751,0.61,-0.14100000000000001,100,Will Estonian's number of cities be at least 31 at turn 180?,Estonian lost at least three cities.
231,seed7010:b1877|seed7010:r23,seed7010,4,seed7010:b1877,seed7010:r23,180,C1,EX_comparative,civ_lost3,False,False,0.251,0.27705627705627706,0.026056277056277055,231,Will Central American have a higher number of cities than American at turn 180?,American lost at least three cities.
232,seed7003:b2410|seed7003:r26,seed7003,1,seed7003:b2410,seed7003:r26,180,C1,NB4_drawdown,civ_lost3,False,False,0.119,0.15789473684210525,0.03889473684210526,247,Will Rhenish's number of cities drop below 70% of its turn-60 level at any point up to turn 180?,Rhenish lost at least three cities.
233,seed7014:b1919|seed7014:r47,seed7014,6,seed7014:b1919,seed7014:r47,180,C2,EX_comparative,civ_lost3,True,True,0.44,0.488,0.04799999999999999,125,Will Tajik have a higher territory size than Chinese at turn 180?,Chinese lost at least three cities.
234,seed7022:b1462|seed7022:r27,seed7022,7,seed7022:b1462,seed7022:r27,180,C2,NB4_drawdown,civ_lost3,True,True,0.246,0.2997032640949555,0.053703264094955516,337,Will Pelasgian's treasury drop below 25% of its turn-60 level at any point up to turn 180?,Pelasgian lost at least three cities.
235,seed7005:b2483|seed7005:r35,seed7005,2,seed7005:b2483,seed7005:r35,180,C2,NB1_value_threshold,civ_lost3,True,True,0.266,0.2073170731707317,-0.05868292682926832,328,Will Cañari's score be at least 193 at turn 180?,Cañari lost at least three cities.
236,seed7008:b2172|seed7008:r39,seed7008,3,seed7008:b2172,seed7008:r39,180,C2,EX_comparative,civ_lost3,True,False,0.661,0.5159235668789809,-0.14507643312101914,157,Will Peruvian have a higher territory size than Spanish at turn 180?,Peruvian lost at least three cities.
237,seed7001:b1880|seed7001:r22,seed7001,0,seed7001:b1880,seed7001:r22,180,C2,NB4_drawdown,civ_lost3,True,True,0.322,0.48,0.15799999999999997,200,Will Brazzaville-Congolese's treasury drop below 25% of its turn-60 level at any point up to turn 180?,Brazzaville-Congolese lost at least three cities.
238,seed7005:b2168|seed7005:r15,seed7005,2,seed7005:b2168,seed7005:r15,180,C2,NB1_value_threshold,civ_cities_fell2,True,False,0.101,0.11333333333333333,0.012333333333333321,150,Will Saka's treasury be at least 439 at turn 180?,Saka had at least two fewer cities at turn 90 than at turn 60.
239,seed7010:b1880|seed7010:r17,seed7010,4,seed7010:b1880,seed7010:r17,180,C2,EX_comparative,civ_lost3,True,True,0.799,0.7864077669902912,-0.012592233009708798,103,Will American have a higher territory size than Central American at turn 180?,Central American lost at least three cities.
240,seed7008:b2465|seed7008:r25,seed7008,3,seed7008:b2465,seed7008:r25,180,C2,NB4_drawdown,civ_lost3,False,True,0.288,0.4050632911392405,0.11706329113924052,237,Will Belgian's treasury drop below 25% of its turn-60 level at any point up to turn 180?,Belgian lost at least three cities.
241,seed7014:b2135|seed7014:r24,seed7014,6,seed7014:b2135,seed7014:r24,180,C2,NB1_value_threshold,civ_lost3,True,True,0.25,0.1963963963963964,-0.05360360360360361,555,Will Trinidadian and Tobagonian's treasury be at least 928 at turn 180?,Trinidadian and Tobagonian lost at least three cities.
242,seed7011:b1930|seed7011:r21,seed7011,5,seed7011:b1930,seed7011:r21,180,C2,EX_comparative,civ_lost3,True,True,0.261,0.4195804195804196,0.15858041958041957,143,Will American have a higher score than Ohlone at turn 180?,Ohlone lost at least three cities.
243,seed7010:b2075|seed7010:r17,seed7010,4,seed7010:b2075,seed7010:r17,180,C2,NB4_drawdown,civ_lost3,False,True,0.909,0.9514563106796117,0.04245631067961164,103,Will Central American's treasury drop below 50% of its turn-60 level at any point up to turn 180?,Central American lost at least three cities.
244,seed7014:b2345|seed7014:r47,seed7014,6,seed7014:b2345,seed7014:r47,180,C2,NB1_value_threshold,civ_lost3,True,False,0.501,0.496,-0.0050000000000000044,125,Will Chinese's treasury be at least 338 at turn 180?,Chinese lost at least three cities.
245,seed7003:b2063|seed7003:r18,seed7003,1,seed7003:b2063,seed7003:r18,180,C2,EX_comparative,civ_lost3,True,False,0.169,0.385,0.216,200,Will Sammarinese have a higher score than Crimean Tatar at turn 180?,Crimean Tatar lost at least three cities.
246,seed7011:b2098|seed7011:r21,seed7011,5,seed7011:b2098,seed7011:r21,180,C2,NB4_drawdown,civ_lost3,False,False,0.119,0.2937062937062937,0.1747062937062937,143,Will Ohlone's territory size drop below 90% of its turn-60 level at any point up to turn 180?,Ohlone lost at least three cities.
247,seed7010:b2155|seed7010:r23,seed7010,4,seed7010:b2155,seed7010:r23,180,C2,NB1_value_threshold,civ_lost3,True,True,0.051,0.030303030303030304,-0.020696969696969693,231,Will American's treasury be at least 2102 at turn 180?,American lost at least three cities.
248,seed7008:b2196|seed7008:r39,seed7008,3,seed7008:b2196,seed7008:r39,180,C2,EX_comparative,civ_lost3,False,False,0.536,0.6050955414012739,0.06909554140127383,157,Will Somali have a higher population than Peruvian at turn 180?,Peruvian lost at least three cities.
249,seed7014:b2168|seed7014:r24,seed7014,6,seed7014:b2168,seed7014:r24,180,C2,NB4_drawdown,civ_lost3,False,False,0.374,0.4846846846846847,0.11068468468468468,555,Will Trinidadian and Tobagonian's territory size drop below 90% of its turn-60 level at any point up to turn 180?,Trinidadian and Tobagonian lost at least three cities.
250,seed7014:b2376|seed7014:r47,seed7014,6,seed7014:b2376,seed7014:r47,180,C2,NB1_value_threshold,civ_lost3,False,False,0.052,0.024,-0.027999999999999997,125,Will Chinese's number of military units be at least 42 at turn 180?,Chinese lost at least three cities.
251,seed7005:b1988|seed7005:r15,seed7005,2,seed7005:b1988,seed7005:r15,180,C2,EX_comparative,civ_cities_fell2,False,False,0.547,0.7,0.1529999999999999,150,Will Cañari have a higher score than Saka at turn 180?,Saka had at least two fewer cities at turn 90 than at turn 60.
252,seed7005:b2523|seed7005:r35,seed7005,2,seed7005:b2523,seed7005:r35,180,C2,NB4_drawdown,civ_lost3,False,False,0.322,0.4268292682926829,0.10482926829268291,328,Will Cañari's territory size drop below 90% of its turn-60 level at any point up to turn 180?,Cañari lost at least three cities.
253,seed7003:b2253|seed7003:r18,seed7003,1,seed7003:b2253,seed7003:r18,180,C2,NB1_value_threshold,civ_lost3,False,False,0.517,0.23,-0.28700000000000003,200,Will Crimean Tatar's score be at least 231 at turn 180?,Crimean Tatar lost at least three cities.
254,seed7003:b2037|seed7003:r18,seed7003,1,seed7003:b2037,seed7003:r18,180,C2,EX_comparative,civ_lost3,False,True,0.169,0.38,0.211,200,Will Rhenish have a higher score than Crimean Tatar at turn 180?,Crimean Tatar lost at least three cities.
255,seed7014:b2380|seed7014:r47,seed7014,6,seed7014:b2380,seed7014:r47,180,C2,NB4_drawdown,civ_lost3,False,False,0.057,0.072,0.014999999999999993,125,Will Chinese's territory size drop below 70% of its turn-60 level at any point up to turn 180?,Chinese lost at least three cities.
256,seed7001:b1985|seed7001:r36,seed7001,0,seed7001:b1985,seed7001:r36,180,C2,NB1_value_threshold,civ_lost3,False,False,0.76,0.66,-0.09999999999999998,100,Will Estonian's number of military units be at least 17 at turn 180?,Estonian lost at least three cities.
257,seed7014:b1902|seed7014:r47,seed7014,6,seed7014:b1902,seed7014:r47,180,C2,EX_comparative,civ_lost3,False,False,0.476,0.384,-0.09199999999999997,125,Will Chinese have a higher population than Trinidadian and Tobagonian at turn 180?,Chinese lost at least three cities.
258,seed7001:b1882|seed7001:r22,seed7001,0,seed7001:b1882,seed7001:r22,180,C2,NB4_drawdown,civ_lost3,False,False,0.173,0.33,0.15700000000000003,200,Will Brazzaville-Congolese's territory size drop below 70% of its turn-60 level at any point up to turn 180?,Brazzaville-Congolese lost at least three cities.
259,seed7001:b1957|seed7001:r36,seed7001,0,seed7001:b1957,seed7001:r36,180,C2,NB1_value_threshold,civ_lost3,False,False,0.751,0.67,-0.08099999999999996,100,Will Estonian's treasury be at least 325 at turn 180?,Estonian lost at least three cities.
260,seed7011:b1912|seed7011:r21,seed7011,5,seed7011:b1912,seed7011:r21,180,C2,EX_comparative,civ_lost3,False,False,0.351,0.46153846153846156,0.11053846153846159,143,Will Equatoguinean have a higher population than Ohlone at turn 180?,Ohlone lost at least three cities.
261,seed7014:b2378|seed7014:r47,seed7014,6,seed7014:b2378,seed7014:r47,180,C2,NB4_drawdown,civ_lost3,False,False,0.328,0.384,0.055999999999999994,125,Will Chinese's treasury drop below 25% of its turn-60 level at any point up to turn 180?,Chinese lost at least three cities.
262,seed7022:b1324|seed7022:r20,seed7022,7,seed7022:b1324,seed7022:r20,180,C2,NB1_value_threshold,civ_lost3,False,False,0.754,0.7076023391812866,-0.04639766081871344,342,Will Boian's score be at least 174 at turn 180?,Boian lost at least three cities.
263,seed7008:b2158|seed7008:r25,seed7008,3,seed7008:b2158,seed7008:r25,180,C2,EX_comparative,civ_lost3,False,False,0.767,0.8227848101265823,0.05578481012658232,237,Will Somali have a higher territory size than Belgian at turn 180?,Belgian lost at least three cities.
264,seed7008:b2467|seed7008:r25,seed7008,3,seed7008:b2467,seed7008:r25,180,C2,NB4_drawdown,civ_lost3,False,True,0.159,0.29957805907172996,0.14057805907172996,237,Will Belgian's territory size drop below 70% of its turn-60 level at any point up to turn 180?,Belgian lost at least three cities.
265,seed7008:b2671|seed7008:r39,seed7008,3,seed7008:b2671,seed7008:r39,180,C2,NB1_value_threshold,civ_lost3,False,False,0.262,0.1464968152866242,-0.11550318471337581,157,Will Peruvian's population be at least 101 at turn 180?,Peruvian lost at least three cities.
266,seed7005:b2070|seed7005:r35,seed7005,2,seed7005:b2070,seed7005:r35,180,C2,EX_comparative,civ_lost3,False,True,0.453,0.551829268292683,0.09882926829268296,328,Will Ostrogothic have a higher territory size than Cañari at turn 180?,Cañari lost at least three cities.
267,seed7005:b2204|seed7005:r15,seed7005,2,seed7005:b2204,seed7005:r15,180,C2,NB4_drawdown,civ_cities_fell2,False,True,0.073,0.4,0.327,150,Will Saka's population drop below 90% of its turn-60 level at any point up to turn 180?,Saka had at least two fewer cities at turn 90 than at turn 60.
268,seed7010:b2067|seed7010:r17,seed7010,4,seed7010:b2067,seed7010:r17,180,C2,NB1_value_threshold,civ_lost3,False,False,0.052,0.038834951456310676,-0.013165048543689321,103,Will Central American's territory size be at least 377 at turn 180?,Central American lost at least three cities.
269,seed7010:b1933|seed7010:r23,seed7010,4,seed7010:b1933,seed7010:r23,180,C2,EX_comparative,civ_lost3,False,False,0.687,0.6190476190476191,-0.06795238095238099,231,Will American have a higher territory size than Fijian at turn 180?,American lost at least three cities.
270,seed7008:b2696|seed7008:r39,seed7008,3,seed7008:b2696,seed7008:r39,180,C2,NB4_drawdown,civ_lost3,False,False,0.319,0.43312101910828027,0.11412101910828026,157,Will Peruvian's treasury drop below 25% of its turn-60 level at any point up to turn 180?,Peruvian lost at least three cities.
271,seed7022:b1437|seed7022:r27,seed7022,7,seed7022:b1437,seed7022:r27,180,C2,NB1_value_threshold,civ_lost3,False,True,0.256,0.22255192878338279,-0.03344807121661722,337,Will Pelasgian's population be at least 94 at turn 180?,Pelasgian lost at least three cities.
272,seed7003:b2049|seed7003:r18,seed7003,1,seed7003:b2049,seed7003:r18,180,C2,EX_comparative,civ_lost3,False,False,0.152,0.35,0.19799999999999998,200,Will Ghana have a higher score than Crimean Tatar at turn 180?,Crimean Tatar lost at least three cities.
273,seed7022:b1370|seed7022:r20,seed7022,7,seed7022:b1370,seed7022:r20,180,C2,NB4_drawdown,civ_lost3,False,False,0.079,0.1023391812865497,0.0233391812865497,342,Will Boian's population drop below 90% of its turn-60 level at any point up to turn 180?,Boian lost at least three cities.
274,seed7008:b2670|seed7008:r39,seed7008,3,seed7008:b2670,seed7008:r39,180,C2,NB1_value_threshold,civ_lost3,False,False,0.512,0.31210191082802546,-0.19989808917197455,157,Will Peruvian's population be at least 85 at turn 180?,Peruvian lost at least three cities.
275,seed7011:b2348|seed7011:r16,seed7011,5,seed7011:b2348,seed7011:r16,180,D,NEW_civil_war,pair_war_began,True,True,0.26,0.2781844802342606,0.018184480234260614,683,Will Equatoguinean suffer a civil war (a breakaway civilization splitting off) by turn 180?,Equatoguinean and American went to war.
276,seed7014:b1912|seed7014:r7,seed7014,6,seed7014:b1912,seed7014:r7,180,D,NW2_diplo,pair_war_began,True,False,0.117,0.11334120425029516,-0.0036587957497048462,847,Will Tajik and Chinese reach a cease-fire or armistice at any point between turns 61 and 180?,Bissau-Guinean and Chinese went to war.
277,seed7008:b2106|seed7008:r15,seed7008,3,seed7008:b2106,seed7008:r15,180,D,NW1_war_at,pair_war_began,True,False,0.518,0.696113074204947,0.17811307420494693,283,Will Latvian and Somali be at war at turn 180?,Peruvian and Somali went to war.
278,seed7010:b2421|seed7010:r10,seed7010,4,seed7010:b2421,seed7010:r10,180,D,W4_lose_k,pair_war_began,True,False,0.929,0.9770114942528736,0.04801149425287354,174,Will Fijian lose at least 5 cities by turn 180?,American and Fijian went to war.
279,seed7010:b1887|seed7010:r11,seed7010,4,seed7010:b1887,seed7010:r11,180,D,W2_directed_conquest,pair_war_began,True,False,0.521,0.5557586837294333,0.03475868372943325,547,Will Central American capture at least one city from Spanish by turn 180?,Spanish and Beninese went to war.
280,seed7022:b1378|seed7022:r6,seed7022,7,seed7022:b1378,seed7022:r6,180,D,NEW_civil_war,pair_war_began,True,False,0.253,0.2619647355163728,0.00896473551637278,794,Will Boian suffer a civil war (a breakaway civilization splitting off) by turn 180?,Boian and Abyssinian went to war.
281,seed7011:b1896|seed7011:r6,seed7011,5,seed7011:b1896,seed7011:r6,180,D,NW2_diplo,pair_war_began,True,False,0.795,0.9621212121212122,0.16712121212121211,792,Will Ohlone and Libyan form an Alliance at any point between turns 61 and 180?,Libyan and Guyanese went to war.
282,seed7010:b1923|seed7010:r12,seed7010,4,seed7010:b1923,seed7010:r12,180,D,NW1_war_at,pair_war_began,True,False,0.488,0.07643312101910828,-0.4115668789808917,157,Will American and Fijian be at war at turn 180?,Spanish and Fijian went to war.
283,seed7005:b2643|seed7005:r2,seed7005,2,seed7005:b2643,seed7005:r2,180,D,W4_lose_k,pair_war_began,True,True,0.689,0.689,0.0,1000,Will Ostrogothic lose at least 5 cities by turn 180?,Saka and Ostrogothic went to war.
284,seed7008:b2072|seed7008:r4,seed7008,3,seed7008:b2072,seed7008:r4,180,D,W2_directed_conquest,pair_war_began,True,False,0.906,0.896551724137931,-0.009448275862068978,116,Will Belgian capture at least one city from Latvian by turn 180?,Latvian and Somali went to war.
285,seed7005:b2537|seed7005:r1,seed7005,2,seed7005:b2537,seed7005:r1,180,D,NEW_civil_war,pair_war_began,True,False,0.189,0.189,0.0,1000,Will Cañari suffer a civil war (a breakaway civilization splitting off) by turn 180?,Saka and Cañari went to war.
286,seed7010:b1940|seed7010:r12,seed7010,4,seed7010:b1940,seed7010:r12,180,D,NW2_diplo,pair_war_began,True,False,0.153,0.08917197452229299,-0.06382802547770701,157,Will Spanish and Fijian reach a cease-fire or armistice at any point between turns 61 and 180?,Spanish and Fijian went to war.
287,seed7011:b1893|seed7011:r6,seed7011,5,seed7011:b1893,seed7011:r6,180,D,NW1_war_at,pair_war_began,True,False,0.239,0.06439393939393939,-0.1746060606060606,792,Will Ohlone and Libyan be at war at turn 180?,Libyan and Guyanese went to war.
288,seed7008:b2595|seed7008:r14,seed7008,3,seed7008:b2595,seed7008:r14,180,D,W4_lose_k,pair_war_began,True,True,0.949,0.935,-0.013999999999999901,200,Will Spanish lose at least 2 cities by turn 180?,Spanish and Peruvian went to war.
289,seed7008:b2111|seed7008:r15,seed7008,3,seed7008:b2111,seed7008:r15,180,D,W2_directed_conquest,pair_war_began,True,True,0.405,0.5936395759717314,0.18863957597173142,283,Will Somali capture at least one city from Latvian by turn 180?,Peruvian and Somali went to war.
290,seed7022:b1378|seed7022:r20,seed7022,7,seed7022:b1378,seed7022:r20,180,D,NEW_civil_war,civ_lost3,True,True,0.253,0.2719298245614035,0.01892982456140352,342,Will Boian suffer a civil war (a breakaway civilization splitting off) by turn 180?,Boian lost at least three cities.
291,seed7011:b1920|seed7011:r9,seed7011,5,seed7011:b1920,seed7011:r9,180,D,NW2_diplo,pair_war_began,True,False,0.76,0.8232323232323232,0.0632323232323232,396,Will Ohlone and American reach a cease-fire or armistice at any point between turns 61 and 180?,Libyan and American went to war.
292,seed7011:b1941|seed7011:r6,seed7011,5,seed7011:b1941,seed7011:r6,180,D,NW1_war_at,pair_war_began,True,False,0.769,0.9406565656565656,0.17165656565656562,792,Will Libyan and American be at war at turn 180?,Libyan and Guyanese went to war.
293,seed7003:b2536|seed7003:r0,seed7003,1,seed7003:b2536,seed7003:r0,180,D,W4_lose_k,pair_war_began,True,False,0.634,0.634,0.0,1000,Will Ghana lose at least 5 cities by turn 180?,Crimean Tatar and Ghana went to war.
294,seed7010:b1874|seed7010:r17,seed7010,4,seed7010:b1874,seed7010:r17,180,D,W2_directed_conquest,civ_lost3,True,False,0.877,0.941747572815534,0.064747572815534,103,Will American capture at least one city from Central American by turn 180?,Central American lost at least three cities.
295,seed7001:b2011|seed7001:r18,seed7001,0,seed7001:b2011,seed7001:r18,180,D,NEW_civil_war,pair_war_began,True,False,0.469,0.469,0.0,1000,Will Guinean suffer a civil war (a breakaway civilization splitting off) by turn 180?,Guinean and Sahrawi went to war.
296,seed7008:b2178|seed7008:r11,seed7008,3,seed7008:b2178,seed7008:r11,180,D,NW2_diplo,pair_war_began,True,False,0.368,0.31476683937823835,-0.053233160621761644,772,Will Spanish and Somali reach a cease-fire or armistice at any point between turns 61 and 180?,Belgian and Somali went to war.
297,seed7010:b1937|seed7010:r11,seed7010,4,seed7010:b1937,seed7010:r11,180,D,NW1_war_at,pair_war_began,True,False,0.699,0.6288848263254113,-0.07011517367458864,547,Will Spanish and Fijian be at war at turn 180?,Spanish and Beninese went to war.
298,seed7005:b2435|seed7005:r4,seed7005,2,seed7005:b2435,seed7005:r4,180,D,W4_lose_k,pair_war_began,True,False,0.586,0.586,0.0,1000,Will Greek lose at least 5 cities by turn 180?,Otomí and Greek went to war.
299,seed7011:b1943|seed7011:r0,seed7011,5,seed7011:b1943,seed7011:r0,180,D,W2_directed_conquest,pair_war_began,True,False,0.768,0.05314009661835749,-0.7148599033816425,207,Will Libyan capture at least one city from American by turn 180?,Ohlone and Libyan went to war.
300,seed7008:b3238|seed7008:r32,seed7008,3,seed7008:b3238,seed7008:r32,210,A,NB4_drawdown,civ_govchange,True,False,0.775,0.7733050847457628,-0.0016949152542372614,472,Will Belgian's treasury drop below 50% of its turn-60 level at any point up to turn 210?,Spanish changed its form of government (not counting a spell of anarchy).
301,seed7014:b2519|seed7014:r28,seed7014,6,seed7014:b2519,seed7014:r28,210,A,S4_gov_change_count,civ_cities_grew4,True,True,0.917,0.919831223628692,0.0028312236286919257,948,"Will Bissau-Guinean's government change at least 3 times by turn 210? (Anarchy counts as a form of government, for this question.)",Trinidadian and Tobagonian had at least four more cities at turn 90 than at turn 60.
302,seed7008:b3364|seed7008:r12,seed7008,3,seed7008:b3364,seed7008:r12,210,A,S6_city_founding,pair_ceasefire,True,False,0.946,0.946,0.0,1000,Will Spanish found at least 8 new cities by turn 210?,Belgian and Somali reached a cease-fire or armistice.
303,seed7003:b2793|seed7003:r38,seed7003,1,seed7003:b2793,seed7003:r38,210,A,W6_peace_at,civ_cities_grew4,True,False,0.058,0.05344418052256532,-0.004555819477434685,842,Will Crimean Tatar and Sammarinese have a formal peace in effect at turn 210?,Ghana had at least four more cities at turn 90 than at turn 60.
304,seed7003:b2770|seed7003:r41,seed7003,1,seed7003:b2770,seed7003:r41,210,A,W2_directed_conquest,civ_lost,True,True,0.933,0.932527693856999,-0.00047230614300108886,993,Will Crimean Tatar capture at least one city from Rhenish by turn 210?,Sammarinese lost a city.
305,seed7011:b2589|seed7011:r17,seed7011,5,seed7011:b2589,seed7011:r17,210,A,EX_government_at,pair_ceasefire,True,False,0.235,0.235,0.0,1000,Will Ohlone's government be Communism at turn 210?,Equatoguinean and American reached a cease-fire or armistice.
306,seed7011:b2562|seed7011:r55,seed7011,5,seed7011:b2562,seed7011:r55,210,A,W1_wonder_race,civ_wonder,True,False,0.248,0.2222222222222222,-0.02577777777777779,261,Will Libyan complete the Great Wall by turn 210?,American completed a wonder.
307,seed7022:b1486|seed7022:r30,seed7022,7,seed7022:b1486,seed7022:r30,210,A,NW5_wonder,civ_cities_grew4,True,True,0.295,0.29509906152241916,9.906152241917487e-05,959,Will A.Smith's Trading Co. be completed by any civilization by turn 210?,Pelasgian had at least four more cities at turn 90 than at turn 60.
308,seed7008:b3213|seed7008:r42,seed7008,3,seed7008:b3213,seed7008:r42,210,A,NB1_value_threshold,civ_wonder,True,False,0.528,0.5257731958762887,-0.0022268041237113456,194,Will Belgian's population be at least 92 at turn 210?,Peruvian completed a wonder.
309,seed7003:b2793|seed7003:r44,seed7003,1,seed7003:b2793,seed7003:r44,210,B,W6_peace_at,civ_anarchy,True,False,0.058,0.06436781609195402,0.006367816091954019,435,Will Crimean Tatar and Sammarinese have a formal peace in effect at turn 210?,Sammarinese fell into anarchy at some point.
310,seed7008:b3424|seed7008:r3,seed7008,3,seed7008:b3424,seed7008:r3,210,B,W5_tech_lead,pair_peace,True,False,0.133,0.12976313079299692,-0.0032368692070030847,971,Will Peruvian know strictly more technologies than every other civilization at turn 210?,Latvian and Peruvian signed a peace treaty.
311,seed7010:b2476|seed7010:r51,seed7010,4,seed7010:b2476,seed7010:r51,210,B,NW2_diplo,civ_techs_K,True,False,0.166,0.15828677839851024,-0.007713221601489767,537,Will American and Fijian reach a cease-fire or armistice at any point between turns 61 and 210?,Fijian knew at least 20 technologies at turn 90.
